"Category","Severity","RelativePath","LineNumber","Evidence","Recommendation"
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\Security\AuthEndpoints.cs","240","TenantCode: ""default-demo"",","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\Security\AuthStore.cs","203","""default-demo"",","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\Security\P01P02SecuritySchema.cs","26","VALUES ('00000000-0000-0000-0000-000000000001', 'default-demo', 'Default Demo Tenant', 'Demo', true)","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\Security\PlantAccessControl.cs","155","TenantCode: user.FindFirstValue(""tenant_code"") ?? ""default-demo"",","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","27","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","682","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","684","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","33","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","679","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","681","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","12","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","421","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","425",": DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","51","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","700","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","704",": DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Application\Analytics\Advanced\AdvancedReadiness.cs","9","/// <summary>P4 defaults. The demo tenant is the Phase-2 fallback until ITenantAccessor lands.</summary>","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Application\Analytics\Advanced\AdvancedReadiness.cs","12","public static readonly Guid DemoTenant = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Infrastructure\Analytics\DotNetAdvancedCorrelationEngine.cs","15","/// ITenantAccessor lands; otherwise the demo tenant.","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Infrastructure\Analytics\DotNetAdvancedCorrelationEngine.cs","29","var tenant = AdvancedDefaults.DemoTenant;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\tests\PlantProcess.Analytics.Core.Tests\TestContext.cs","7","new(ds, new List<string> { ""tenant=default-demo"" }, ""last_30_days"", new DateTimeOffset(2026, 6, 2, 0, 0, 0, TimeSpan.Zero), unit);","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Admin\LicenseAdminEndpoints.cs","296","await dbContext.Database.ExecuteSqlInterpolatedAsync($@""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Admin\LicenseAdminEndpoints.cs","373","await dbContext.Database.ExecuteSqlRawAsync(""""""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Admin\Phase2OperationEndpoints.cs","251","await dbContext.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Admin\Phase2OperationEndpoints.cs","494","await dbContext.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Analytics\Phase2InvestigationEndpoints.cs","59","await dbContext.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Analytics\Phase2InvestigationEndpoints.cs","356","await dbContext.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Dashboarding\DashboardEndpoints.cs","411","await dbContext.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","129","await dbContext.Database.ExecuteSqlInterpolatedAsync($@""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","154","await dbContext.Database.ExecuteSqlRawAsync(""""""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","169","await dbContext.Database.ExecuteSqlRawAsync(""""""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","185","await dbContext.Database.ExecuteSqlRawAsync(""SELECT 1;"");","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","188","await dbContext.Database.ExecuteSqlInterpolatedAsync($@""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","208","await dbContext.Database.ExecuteSqlInterpolatedAsync($@""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Endpoints\Demo\DemoLifecycleEndpoints.cs","253","await dbContext.Database.ExecuteSqlRawAsync(""""""","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\PlantProcess.Api\Security\P01P02SecuritySchema.cs","195","await db.Database.ExecuteSqlRawAsync(sql, cancellationToken);","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\tests\PlantProcess.Infrastructure.IntegrationTests\Audit\AuditLogImmutabilityTests.cs","120","await db.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\tests\PlantProcess.Infrastructure.IntegrationTests\Audit\AuditLogImmutabilityTests.cs","165","await mutationDb.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Raw EF SQL usage","MEDIUM","Backend\tests\PlantProcess.Infrastructure.IntegrationTests\Audit\AuditLogImmutabilityTests.cs","192","await db.Database.ExecuteSqlRawAsync(","Confirm SafeSqlValidator/allowlist/parameterization and tenant context coverage."
"Skipped or placeholder test","MEDIUM","Backend\tests\PlantProcess.Application.UnitTests\Phase2_CorrelationEngineRegistryTests.cs","13","private sealed class StubAdvanced : IAdvancedCorrelationService","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Backend\tests\PlantProcess.Application.UnitTests\Phase2_CorrelationEngineRegistryTests.cs","19","Array.Empty<AdvancedFinding>(), Array.Empty<ExcludedFeature>(), ""canonical"", ""stub""));","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Backend\tests\PlantProcess.Application.UnitTests\Phase2_CorrelationEngineRegistryTests.cs","26","new ICorrelationEngine[] { new CanonicalCorrelationEngine(new StubAdvanced()) });","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Backend\tests\PlantProcess.Infrastructure.IntegrationTests\Database\SqlScriptHygieneApplyTests.cs","29","text.Trim().Should().NotBeEmpty($""{Path.GetFileName(script)} must not be an unexplained empty placeholder"");","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Frontend\PlantProcess.Web\e2e\phase56-primary-flows.spec.ts","22","await page.getByPlaceholder(/search material/i).fill(""ADV_COIL4002"");","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Frontend\PlantProcess.Web\e2e\security\auth-matrix-admin.spec.ts","97","test.skip(!adminPassword, ""Set PPIQ_ADMIN_PASSWORD or PPIQ_SMOKE_PASSWORD."");","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
"Skipped or placeholder test","MEDIUM","Frontend\PlantProcess.Web\e2e\security\auth-matrix-admin.spec.ts","98","test.skip(!operatorPassword, ""Set PPIQ_OPERATOR_PASSWORD or PPIQ_DATAMANAGER_PASSWORD."");","Convert placeholder/skipped tests into real regression coverage or delete obsolete specs."
